Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,BST,ScarVi,SwoSh
Avalugg,Hisuian Avalugg,Ice,Rock,95,127,184,34,36,38,514,t,
Noibat,,Flying,Dragon,40,30,35,45,40,55,245,t,t
Noivern,,Flying,Dragon,85,70,80,97,80,123,535,t,t
Xerneas,,Fairy,,126,131,95,131,98,99,680,,t
Yveltal,,Dark,Flying,126,131,95,131,98,99,680,,t
Zygarde,50% Forme,Dragon,Ground,108,100,121,81,95,95,600,,t
Zygarde,10% Forme,Dragon,Ground,54,100,71,61,85,115,486,,t
Zygarde,Complete Forme,Dragon,Ground,216,100,121,91,95,85,708,,t
Diancie,,Rock,Fairy,50,100,150,100,150,50,600,t,t
Diancie,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,700,,
Hoopa,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,600,t,
Hoopa,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,680,t,
Volcanion,,Fire,Water,80,110,120,130,90,70,600,t,t
Rowlet,,Grass,Flying,68,55,55,50,50,42,320,t,t
Dartrix,,Grass,Flying,78,75,75,70,70,52,420,t,t
Decidueye,,Grass,Ghost,78,107,75,100,100,70,530,t,t
Decidueye,Hisuian Decidueye,Grass,Fighting,88,112,80,95,95,60,530,t,
Litten,,Fire,,45,65,40,60,40,70,320,t,t
Torracat,,Fire,,65,85,50,80,50,90,420,t,t
Incineroar,,Fire,Dark,95,115,90,80,90,60,530,t,t
Popplio,,Water,,50,54,54,66,56,40,320,t,t
Brionne,,Water,,60,69,69,91,81,50,420,t,t
Primarina,,Water,Fairy,80,74,74,126,116,60,530,t,t
Pikipek,,Normal,Flying,35,75,30,30,30,65,265,t,
Trumbeak,,Normal,Flying,55,85,50,40,50,75,355,t,
Toucannon,,Normal,Flying,80,120,75,75,75,60,485,t,
Yungoos,,Normal,,48,70,30,30,30,45,253,t,
Gumshoos,,Normal,,88,110,60,55,60,45,418,t,
Grubbin,,Bug,,47,62,45,55,45,46,300,t,t
Charjabug,,Bug,Electric,57,82,95,55,75,36,400,t,t
Vikavolt,,Bug,Electric,77,70,90,145,75,43,500,t,t
Crabrawler,,Fighting,,47,82,57,42,47,63,338,,t
Crabominable,,Fighting,Ice,97,132,77,62,67,43,478,,t
Oricorio,Baile Style,Fire,Flying,75,70,70,98,70,93,476,t,
Oricorio,Pom-Pom Style,Electric,Flying,75,70,70,98,70,93,476,t,
Oricorio,Pa'u Style,Psychic,Flying,75,70,70,98,70,93,476,t,
Oricorio,Sensu Style,Ghost,Flying,75,70,70,98,70,93,476,t,
Cutiefly,,Bug,Fairy,40,45,40,55,40,84,304,t,t
Ribombee,,Bug,Fairy,60,55,60,95,70,124,464,t,t
Rockruff,,Rock,,45,65,40,30,40,60,280,t,t
Rockruff,Own Tempo Rockruff,Rock,,45,65,40,30,40,60,280,t,t
Lycanroc,Midday Form,Rock,,75,115,65,55,65,112,487,t,t
Lycanroc,Midnight Form,Rock,,85,115,75,55,75,82,487,t,t
Lycanroc,Dusk Form,Rock,,75,117,65,55,65,110,487,t,t
Wishiwashi,Solo Form,Water,,45,20,20,25,25,40,175,,t
Wishiwashi,School Form,Water,,45,140,130,140,135,30,620,,t
Mareanie,,Poison,Water,50,53,62,43,52,45,305,t,t
Toxapex,,Poison,Water,50,63,152,53,142,35,495,t,t
Mudbray,,Ground,,70,100,70,45,55,45,385,t,t
Mudsdale,,Ground,,100,125,100,55,85,35,500,t,t
Dewpider,,Water,Bug,38,40,52,40,72,27,269,t,t
Araquanid,,Water,Bug,68,70,92,50,132,42,454,t,t
Fomantis,,Grass,,40,55,35,50,35,35,250,t,t
Lurantis,,Grass,,70,105,90,80,90,45,480,t,t
Morelull,,Grass,Fairy,40,35,55,65,75,15,285,,t
Shiinotic,,Grass,Fairy,60,45,80,90,100,30,405,,t
Salandit,,Poison,Fire,48,44,40,71,40,77,320,t,t
Salazzle,,Poison,Fire,68,64,60,111,60,117,480,t,t
Stufful,,Normal,Fighting,70,75,50,45,50,50,340,,t
Bewear,,Normal,Fighting,120,125,80,55,60,60,500,,t
Bounsweet,,Grass,,42,30,38,30,38,32,210,t,t
Steenee,,Grass,,52,40,48,40,48,62,290,t,t
Tsareena,,Grass,,72,120,98,50,98,72,510,t,t
Comfey,,Fairy,,51,52,90,82,110,100,485,t,t
Oranguru,,Normal,Psychic,90,60,80,90,110,60,490,t,t
Passimian,,Fighting,,100,120,90,40,60,80,490,t,t
Wimpod,,Bug,Water,25,35,40,20,30,80,230,,t
Golisopod,,Bug,Water,75,125,140,60,90,40,530,,t
Sandygast,,Ghost,Ground,55,55,80,70,45,15,320,t,t
Palossand,,Ghost,Ground,85,75,110,100,75,35,480,t,t
Pyukumuku,,Water,,55,60,130,30,130,5,410,,t
Type: Null,,Normal,,95,95,95,95,95,59,534,,t
Silvally,,Normal,,95,95,95,95,95,95,570,,t
Minior,Meteor Form,Rock,Flying,60,60,100,60,100,60,440,t,
Minior,Core Form,Rock,Flying,60,100,60,100,60,120,500,t,
Komala,,Normal,,65,115,65,75,95,65,480,t,
Turtonator,,Fire,Dragon,60,78,135,91,85,36,485,,t
Togedemaru,,Electric,Steel,65,98,63,40,73,96,435,,t
Mimikyu,,Ghost,Fairy,55,90,80,50,105,96,476,t,t
Bruxish,,Water,Psychic,68,105,70,70,70,92,475,t,
Drampa,,Normal,Dragon,78,60,85,135,91,36,485,,t
Dhelmise,,Ghost,Grass,70,131,100,86,90,40,517,,t
Jangmo-o,,Dragon,,45,55,65,45,45,45,300,t,t
Hakamo-o,,Dragon,Fighting,55,75,90,65,70,65,420,t,t
Kommo-o,,Dragon,Fighting,75,110,125,100,105,85,600,t,t
Tapu Koko,,Electric,Fairy,70,115,85,95,75,130,570,,t
Tapu Lele,,Psychic,Fairy,70,85,75,130,115,95,570,,t
Tapu Bulu,,Grass,Fairy,70,130,115,85,95,75,570,,t
Tapu Fini,,Water,Fairy,70,75,115,95,130,85,570,,t
Cosmog,,Psychic,,43,29,31,29,31,37,200,t,t
Cosmoem,,Psychic,,43,29,131,29,131,37,400,t,t
Solgaleo,,Psychic,Steel,137,137,107,113,89,97,680,t,t
Lunala,,Psychic,Ghost,137,113,89,137,107,97,680,t,t
Nihilego,,Rock,Poison,109,53,47,127,131,103,570,,t
Buzzwole,,Bug,Fighting,107,139,139,53,53,79,570,,t
Pheromosa,,Bug,Fighting,71,137,37,137,37,151,570,,t
Xurkitree,,Electric,,83,89,71,173,71,83,570,,t
Celesteela,,Steel,Flying,97,101,103,107,101,61,570,,t
Kartana,,Grass,Steel,59,181,131,59,31,109,570,,t
Guzzlord,,Dark,Dragon,223,101,53,97,53,43,570,,t
Necrozma,,Psychic,,97,107,101,127,89,79,600,t,t
Necrozma,Dusk Mane Necrozma,Psychic,Steel,97,157,127,113,109,77,680,t,t
Necrozma,Dawn Wings Necrozma,Psychic,Ghost,97,113,109,157,127,77,680,t,t
Necrozma,Ultra Necrozma,Psychic,Dragon,97,167,97,167,97,129,754,t,t
Magearna,,Steel,Fairy,80,95,115,130,115,65,600,t,t
Marshadow,,Fighting,Ghost,90,125,80,90,90,125,600,,t
Poipole,,Poison,,67,73,67,73,67,73,420,,t
Naganadel,,Poison,Dragon,73,73,73,127,73,121,540,,t
Stakataka,,Rock,Steel,61,131,211,53,101,13,570,,t
Blacephalon,,Fire,Ghost,53,127,53,151,79,107,570,,t
Zeraora,,Electric,,88,112,75,102,80,143,600,,t
Meltan,,Steel,,46,65,65,55,35,34,300,,t
Melmetal,,Steel,,135,143,143,80,65,34,600,,t
Grookey,,Grass,,50,65,50,40,40,65,310,t,t
Thwackey,,Grass,,70,85,70,55,60,80,420,t,t
Rillaboom,,Grass,,100,125,90,60,70,85,530,t,t
Scorbunny,,Fire,,50,71,40,40,40,69,310,t,t
Raboot,,Fire,,65,86,60,55,60,94,420,t,t
Cinderace,,Fire,,80,116,75,65,75,119,530,t,t
Sobble,,Water,,50,40,40,70,40,70,310,t,t
Drizzile,,Water,,65,60,55,95,55,90,420,t,t
Inteleon,,Water,,70,85,65,125,65,120,530,t,t
Skwovet,,Normal,,70,55,55,35,35,25,275,t,t
Greedent,,Normal,,120,95,95,55,75,20,460,t,t
Rookidee,,Flying,,38,47,35,33,35,57,245,t,t
Corvisquire,,Flying,,68,67,55,43,55,77,365,t,t
Corviknight,,Flying,Steel,98,87,105,53,85,67,495,t,t
Blipbug,,Bug,,25,20,20,25,45,45,180,,t
Dottler,,Bug,Psychic,50,35,80,50,90,30,335,,t
Orbeetle,,Bug,Psychic,60,45,110,80,120,90,505,,t
Nickit,,Dark,,40,28,28,47,52,50,245,,t
Thievul,,Dark,,70,58,58,87,92,90,455,,t
Gossifleur,,Grass,,40,40,60,40,60,10,250,,t
Eldegoss,,Grass,,60,50,90,80,120,60,460,,t
Wooloo,,Normal,,42,40,55,40,45,48,270,,t
Dubwool,,Normal,,72,80,100,60,90,88,490,,t
Chewtle,,Water,,50,64,50,38,38,44,284,t,t
Drednaw,,Water,Rock,90,115,90,48,68,74,485,t,t
Yamper,,Electric,,59,45,50,40,50,26,270,,t
Boltund,,Electric,,69,90,60,90,60,121,490,,t
Rolycoly,,Rock,,30,40,50,40,50,30,240,t,t
Carkol,,Rock,Fire,80,60,90,60,70,50,410,t,t
Coalossal,,Rock,Fire,110,80,120,80,90,30,510,t,t
Applin,,Grass,Dragon,40,40,80,40,40,20,260,t,t
Flapple,,Grass,Dragon,70,110,80,95,60,70,485,t,t
Appletun,,Grass,Dragon,110,85,80,100,80,30,485,t,t
Silicobra,,Ground,,52,57,75,35,50,46,315,t,t
Sandaconda,,Ground,,72,107,125,65,70,71,510,t,t
Cramorant,,Flying,Water,70,85,55,85,95,85,475,t,t
Arrokuda,,Water,,41,63,40,40,30,66,280,t,t
Barraskewda,,Water,,61,123,60,60,50,136,490,t,t
Toxel,,Electric,Poison,40,38,35,54,35,40,242,t,t
Toxtricity,Amped Form,Electric,Poison,75,98,70,114,70,75,502,t,t
Toxtricity,Low Key Form,Electric,Poison,75,98,70,114,70,75,502,t,t
Sizzlipede,,Fire,Bug,50,65,45,50,50,45,305,,t
Centiskorch,,Fire,Bug,100,115,65,90,90,65,525,,t
Clobbopus,,Fighting,,50,68,60,50,50,32,310,,t
Grapploct,,Fighting,,80,118,90,70,80,42,480,,t
Sinistea,,Ghost,,40,45,45,74,54,50,308,t,t
Polteageist,,Ghost,,60,65,65,134,114,70,508,t,t
Hatenna,,Psychic,,42,30,45,56,53,39,265,t,t
Hattrem,,Psychic,,57,40,65,86,73,49,370,t,t
Hatterene,,Psychic,Fairy,57,90,95,136,103,29,510,t,t
Impidimp,,Dark,Fairy,45,45,30,55,40,50,265,t,t
Morgrem,,Dark,Fairy,65,60,45,75,55,70,370,t,t
Grimmsnarl,,Dark,Fairy,95,120,65,95,75,60,510,t,t
Obstagoon,,Dark,Normal,93,90,101,60,81,95,520,,t
Perrserker,,Steel,,70,110,100,50,60,50,440,t,t
Cursola,,Ghost,,60,95,50,145,130,30,510,,t
Sirfetch'd,,Fighting,,62,135,95,68,82,65,507,,t
Mr. Rime,,Ice,Psychic,80,85,75,110,100,70,520,,t
Runerigus,,Ground,Ghost,58,95,145,50,105,30,483,,t
Milcery,,Fairy,,45,40,40,50,61,34,270,t,t
Alcremie,,Fairy,,65,60,75,110,121,64,495,t,t
Falinks,,Fighting,,65,100,100,70,60,75,470,t,t
Pincurchin,,Electric,,48,101,95,91,85,15,435,t,t
Snom,,Ice,Bug,30,25,35,45,30,20,185,t,t
Frosmoth,,Ice,Bug,70,65,60,125,90,65,475,t,t
Stonjourner,,Rock,,100,125,135,20,20,70,470,t,t
Eiscue,Ice Face,Ice,,75,80,110,65,90,50,470,t,t
Eiscue,Noice Face,Ice,,75,80,70,65,50,130,470,t,t
Indeedee,Male,Psychic,Normal,60,65,55,105,95,95,475,t,t
Indeedee,Female,Psychic,Normal,70,55,65,95,105,85,475,t,t
Morpeko,Full Belly Mode,Electric,Dark,58,95,58,70,58,97,436,t,t
Morpeko,Hangry Mode,Electric,Dark,58,95,58,70,58,97,436,t,t
Cufant,,Steel,,72,80,49,40,49,40,330,t,t
Copperajah,,Steel,,122,130,69,80,69,30,500,t,t
Dracozolt,,Electric,Dragon,90,100,90,80,70,75,505,,t
Arctozolt,,Electric,Ice,90,100,90,90,80,55,505,,t
Dracovish,,Water,Dragon,90,90,100,70,80,75,505,,t
Arctovish,,Water,Ice,90,90,100,80,90,55,505,,t
Duraludon,,Steel,Dragon,70,95,115,120,50,85,535,t,t
Dreepy,,Dragon,Ghost,28,60,30,40,30,82,270,t,t
Drakloak,,Dragon,Ghost,68,80,50,60,50,102,410,t,t
Dragapult,,Dragon,Ghost,88,120,75,100,75,142,600,t,t
Zacian,Hero of Many Battles,Fairy,,92,120,115,80,115,138,660,t,t
Zacian,Crowned Sword,Fairy,Steel,92,150,115,80,115,148,700,t,t
Zamazenta,Hero of Many Battles,Fighting,,92,120,115,80,115,138,660,t,t
Zamazenta,Crowned Shield,Fighting,Steel,92,120,140,80,140,128,700,t,t
Eternatus,,Poison,Dragon,140,85,95,145,95,130,690,t,t
Eternatus,Eternamax,Poison,Dragon,255,115,250,125,250,130,1125,,
Kubfu,,Fighting,,60,90,60,53,50,72,385,t,t
Urshifu,Single Strike Style,Fighting,Dark,100,130,100,63,60,97,550,t,t
Urshifu,Rapid Strike Style,Fighting,Water,100,130,100,63,60,97,550,t,t
Zarude,,Dark,Grass,105,120,105,70,95,105,600,t,t
Regieleki,,Electric,,80,100,50,100,50,200,580,t,t
Regidrago,,Dragon,,200,100,50,100,50,80,580,t,t
Glastrier,,Ice,,100,145,130,65,110,30,580,t,t
Spectrier,,Ghost,,100,65,60,145,80,130,580,t,t
Calyrex,,Psychic,Grass,100,80,80,80,80,80,500,t,t
Calyrex,Ice Rider,Psychic,Ice,100,165,150,85,130,50,680,t,t
Calyrex,Shadow Rider,Psychic,Ghost,100,85,80,165,100,150,680,t,t
Wyrdeer,,Normal,Psychic,103,105,72,105,75,65,525,t,
Kleavor,,Bug,Rock,70,135,95,45,70,85,500,t,
Ursaluna,,Ground,Normal,130,140,105,45,80,50,550,t,
Ursaluna,Bloodmoon,Ground,Normal,113,70,120,135,65,52,555,t,
Basculegion,Male,Water,Ghost,120,112,65,80,75,78,530,t,
Basculegion,Female,Water,Ghost,120,92,65,100,75,78,530,t,
Sneasler,,Fighting,Poison,80,130,60,40,80,120,510,t,
Overqwil,,Dark,Poison,85,115,95,65,65,85,510,t,
Enamorus,Incarnate Forme,Fairy,Flying,74,115,70,135,80,106,580,t,
Enamorus,Therian Forme,Fairy,Flying,74,115,110,135,100,46,580,t,
Sprigatito,,Grass,,40,61,54,45,45,65,310,t,
Floragato,,Grass,,61,80,63,60,63,83,410,t,
Meowscarada,,Grass,Dark,76,110,70,81,70,123,530,t,
Fuecoco,,Fire,,67,45,59,63,40,36,310,t,
Crocalor,,Fire,,81,55,78,90,58,49,411,t,
Skeledirge,,Fire,Ghost,104,75,100,110,75,66,530,t,
Quaxly,,Water,,55,65,45,50,45,50,310,t,
Quaxwell,,Water,,70,85,65,65,60,65,410,t,
Quaquaval,,Water,Fighting,85,120,80,85,75,85,530,t,
Lechonk,,Normal,,54,45,40,35,45,35,254,t,
Oinkologne,Male,Normal,,110,100,75,59,80,65,489,t,
Oinkologne,Female,Normal,,115,90,70,59,90,65,489,t,
Tarountula,,Bug,,35,41,45,29,40,20,210,t,
Spidops,,Bug,,60,79,92,52,86,35,404,t,
Nymble,,Bug,,33,46,40,21,25,45,210,t,
Lokix,,Bug,Dark,71,102,78,52,55,92,450,t,
Pawmi,,Electric,,45,50,20,40,25,60,240,t,
Pawmo,,Electric,Fighting,60,75,40,50,40,85,350,t,
Pawmot,,Electric,Fighting,70,115,70,70,60,105,490,t,
Tandemaus,,Normal,,50,50,45,40,45,75,305,t,
Maushold,Family of Four,Normal,,74,75,70,65,75,111,470,t,
Maushold,Family of Three,Normal,,74,75,70,65,75,111,470,t,
Fidough,,Fairy,,37,55,70,30,55,65,312,t,
Dachsbun,,Fairy,,57,80,115,50,80,95,477,t,
Smoliv,,Grass,Normal,41,35,45,58,51,30,260,t,
Dolliv,,Grass,Normal,52,53,60,78,78,33,354,t,
Arboliva,,Grass,Normal,78,69,90,125,109,39,510,t,
Squawkabilly,Green Plumage,Normal,Flying,82,96,51,45,51,92,417,t,
Squawkabilly,Blue Plumage,Normal,Flying,82,96,51,45,51,92,417,t,
Squawkabilly,Yellow Plumage,Normal,Flying,82,96,51,45,51,92,417,t,
Squawkabilly,White Plumage,Normal,Flying,82,96,51,45,51,92,417,t,
Nacli,,Rock,,55,55,75,35,35,25,280,t,
Naclstack,,Rock,,60,60,100,35,65,35,355,t,
Garganacl,,Rock,,100,100,130,45,90,35,500,t,
Charcadet,,Fire,,40,50,40,50,40,35,255,t,
Armarouge,,Fire,Psychic,85,60,100,125,80,75,525,t,
Ceruledge,,Fire,Ghost,75,125,80,60,100,85,525,t,
Tadbulb,,Electric,,61,31,41,59,35,45,272,t,
Bellibolt,,Electric,,109,64,91,103,83,45,495,t,
Wattrel,,Electric,Flying,40,40,35,55,40,70,280,t,
Kilowattrel,,Electric,Flying,70,70,60,105,60,125,490,t,
Maschiff,,Dark,,60,78,60,40,51,51,340,t,
Mabosstiff,,Dark,,80,120,90,60,70,85,505,t,
Shroodle,,Poison,Normal,40,65,35,40,35,75,290,t,
Grafaiai,,Poison,Normal,63,95,65,80,72,110,485,t,
Bramblin,,Grass,Ghost,40,65,30,45,35,60,275,t,
Brambleghast,,Grass,Ghost,55,115,70,80,70,90,480,t,
Toedscool,,Ground,Grass,40,40,35,50,100,70,335,t,
Toedscruel,,Ground,Grass,80,70,65,80,120,100,515,t,
Klawf,,Rock,,70,100,115,35,55,75,450,t,
Capsakid,,Grass,,50,62,40,62,40,50,304,t,
Scovillain,,Grass,Fire,65,108,65,108,65,75,486,t,
Rellor,,Bug,,41,50,60,31,58,30,270,t,
Rabsca,,Bug,Psychic,75,50,85,115,100,45,470,t,
Flittle,,Psychic,,30,35,30,55,30,75,255,t,
Espathra,,Psychic,,95,60,60,101,60,105,481,t,
Tinkatink,,Fairy,Steel,50,45,45,35,64,58,297,t,
Tinkatuff,,Fairy,Steel,65,55,55,45,82,78,380,t,
Tinkaton,,Fairy,Steel,85,75,77,70,105,94,506,t,
Wiglett,,Water,,10,55,25,35,25,95,245,t,
Wugtrio,,Water,,35,100,50,50,70,120,425,t,
Bombirdier,,Flying,Dark,70,103,85,60,85,82,485,t,
Finizen,,Water,,70,45,40,45,40,75,315,t,
Palafin,Zero Form,Water,,100,70,72,53,62,100,457,t,
Palafin,Hero Form,Water,,100,160,97,106,87,100,650,t,
Varoom,,Steel,Poison,45,70,63,30,45,47,300,t,
Revavroom,,Steel,Poison,80,119,90,54,67,90,500,t,
Cyclizar,,Dragon,Normal,70,95,65,85,65,121,501,t,
Orthworm,,Steel,,70,85,145,60,55,65,480,t,
Glimmet,,Rock,Poison,48,35,42,105,60,60,350,t,
Glimmora,,Rock,Poison,83,55,90,130,81,86,525,t,
Greavard,,Ghost,,50,61,60,30,55,34,290,t,
Houndstone,,Ghost,,72,101,100,50,97,68,488,t,
Flamigo,,Flying,Fighting,82,115,74,75,64,90,500,t,
Cetoddle,,Ice,,108,68,45,30,40,43,334,t,
Cetitan,,Ice,,170,113,65,45,55,73,521,t,
Veluza,,Water,Psychic,90,102,73,78,65,70,478,t,
Dondozo,,Water,,150,100,115,65,65,35,530,t,
Tatsugiri,Curly Form,Dragon,Water,68,50,60,120,95,82,475,t,
Tatsugiri,Droopy Form,Dragon,Water,68,50,60,120,95,82,475,t,
Tatsugiri,Stretchy Form,Dragon,Water,68,50,60,120,95,82,475,t,
Annihilape,,Fighting,Ghost,110,115,80,50,90,90,535,t,
Clodsire,,Poison,Ground,130,75,60,45,100,20,430,t,
Farigiraf,,Normal,Psychic,120,90,70,110,70,60,520,t,
Dudunsparce,Two-Segment Form,Normal,,125,100,80,85,75,55,520,t,
Dudunsparce,Three-Segment Form,Normal,,125,100,80,85,75,55,520,t,
Kingambit,,Dark,Steel,100,135,120,60,85,50,550,t,
Great Tusk,,Ground,Fighting,115,131,131,53,53,87,570,t,
Scream Tail,,Fairy,Psychic,115,65,99,65,115,111,570,t,
Brute Bonnet,,Grass,Dark,111,127,99,79,99,55,570,t,
Flutter Mane,,Ghost,Fairy,55,55,55,135,135,135,570,t,
Slither Wing,,Bug,Fighting,85,135,79,85,105,81,570,t,
Sandy Shocks,,Electric,Ground,85,81,97,121,85,101,570,t,
Iron Treads,,Ground,Steel,90,112,120,72,70,106,570,t,
Iron Bundle,,Ice,Water,56,80,114,124,60,136,570,t,
Iron Hands,,Fighting,Electric,154,140,108,50,68,50,570,t,
Iron Jugulis,,Dark,Flying,94,80,86,122,80,108,570,t,
Iron Moth,,Fire,Poison,80,70,60,140,110,110,570,t,
Iron Thorns,,Rock,Electric,100,134,110,70,84,72,570,t,
Frigibax,,Dragon,Ice,65,75,45,35,45,55,320,t,
Arctibax,,Dragon,Ice,90,95,66,45,65,62,423,t,
Baxcalibur,,Dragon,Ice,115,145,92,75,86,87,600,t,
Gimmighoul,Chest Form,Ghost,,45,30,70,75,70,10,300,t,
Gimmighoul,Roaming Form,Ghost,,45,30,25,75,45,80,300,t,
Gholdengo,,Steel,Ghost,87,60,95,133,91,84,550,t,
Wo-Chien,,Dark,Grass,85,85,100,95,135,70,570,t,
Chien-Pao,,Dark,Ice,80,120,80,90,65,135,570,t,
Ting-Lu,,Dark,Ground,155,110,125,55,80,45,570,t,
Chi-Yu,,Dark,Fire,55,80,80,135,120,100,570,t,
Roaring Moon,,Dragon,Dark,105,139,71,55,101,119,590,t,
Iron Valiant,,Fairy,Fighting,74,130,90,120,60,116,590,t,
Koraidon,,Fighting,Dragon,100,135,115,85,100,135,670,t,
Miraidon,,Electric,Dragon,100,85,100,135,115,135,670,t,
Walking Wake,,Water,Dragon,99,83,91,125,83,109,590,t,
Iron Leaves,,Grass,Psychic,90,130,88,70,108,104,590,t,
Dipplin,,Grass,Dragon,80,80,110,95,80,40,485,t,
Poltchageist,,Grass,Ghost,40,45,45,74,54,50,308,t,
Sinistcha,,Grass,Ghost,71,60,106,121,80,70,508,t,
Okidogi,,Poison,Fighting,88,128,115,58,86,80,555,t,
Munkidori,,Poison,Psychic,88,75,66,130,90,106,555,t,
Fezandipiti,,Poison,Fairy,88,91,82,70,125,99,555,t,
Ogerpon,Teal Mask,Grass,,80,120,84,60,96,110,550,t,
Ogerpon,Wellspring Mask,Grass,Water,80,120,84,60,96,110,550,t,
Ogerpon,Hearthflame Mask,Grass,Fire,80,120,84,60,96,110,550,t,
Ogerpon,Cornerstone Mask,Grass,Rock,80,120,84,60,96,110,550,t,
Archaludon,,Steel,Dragon,90,105,130,125,65,85,600,t,
Hydrapple,,Grass,Dragon,106,80,110,120,80,44,540,t,
Gouging Fire,,Fire,Dragon,105,115,121,65,93,91,590,t,
Raging Bolt,,Electric,Dragon,125,73,91,137,89,75,590,t,
Iron Boulder,,Rock,Psychic,90,120,80,68,108,124,590,t,
Iron Crown,,Steel,Psychic,90,72,100,122,108,98,590,t,
Terapagos,Normal Form,Normal,,90,65,85,65,85,60,450,t,
Terapagos,Terastal Form,Normal,,95,95,110,105,110,85,600,t,
Terapagos,Stellar Form,Normal,,160,105,110,130,110,85,700,t,
Pecharunt,,Poison,Ghost,88,88,160,88,88,88,600,t,
